"track_id","artist_name","song_title","year","artist_familiarity","artist_hotttnesss","artist_id","artist_location","song_hotttnesss","danceability","duration","energy","loudness","idx_segments_loudness_max","tempo","key","Genre"
"TRAHYDH128F9325200","Bumblefoot","Piranha",2008,0.645533996,0.448407442,"AR1ZZOW1187B99BA84","New Jersey",0.27224568,0,200.35873,0,-4.793,0,98.784,2,"Pop_Rock"
"TRAHZLK12903CA2DCA","Onesidezero","Awake (Album Version)",2001,0.596642396,0.33810401,"AREW7CO1187B9A1B0D","Los Angeles, CA",0.206396916,0,228.80608,0,-6.036,0,86.844,11,"Pop_Rock"
"TRAHZQU128F92DDCAB","The Fabulous Thunderbirds","Rainin' In My Heart",1989,0.623154284,0.429353515,"ARBFDJW1187B9AD27A","Austin, TX",0.215080319,0,221.23057,0,-14.977,0,110.98,4,"Pop_Rock"
"TRAIAFX128F92F7F4C","Rhian Sheehan","Existing Alone",2001,0.558007752,0.414780659,"AREOREU1187B99AACD","Wellington",0.270775999,0,288.62649,0,-17.549,0,42.782,1,"Electronic"
"TRAIAQY128F4291ECC","Earl Hooker","Love Ain't A Play Thing",1968,0.545348354,0.34900059,"AR6BUYW1187B98E221","Clarksdale, MS",0.334706549,0,298.91873,0,-14.476,0,94.1,2,"Blues"
"TRAIATD128F9331CD6","Usher","I'll Show You Love",1994,0.856448924,0.854637828,"ARPDVPJ1187B9ADBE9","Atlanta, GA",0.419125893,0,283.89832,0,-7.275,0,90.199,1,"RnB"
"TRAIBXQ128F425E6A5","Kings Of Leon","My Party (Kenna Remix)",2007,0.845768866,0.788805935,"ARF2EHS1187B994F4E","Nashville, Tennessee",0.565666582,0,225.27955,0,-6.205,0,127.006,11,"Pop_Rock"
"TRAICHS128E0785545","Van Halen","Dirty Movies"" (Album Version)",1981,0.744641246,0.579988982,"ARNLO5S1187B9B80CC","Pasadena, CA",0.589015659,0,248.00608,0,-6.635,0,184.012,1,"Pop_Rock"
"TRAICIL128F42598E2","Teenage Fanclub","The Sun Shines From You",2000,0.684894723,0.511526435,"ARHPPJK1187B9AC897","Glasgow, Scotland",0.672072976,0,204.77342,0,-5.013,0,127.811,8,"Pop_Rock"
"TRAIFSM128F42722F1","Everyday Sunday","Wake Up! Wake Up! (Wake Up! Wake Up! Album Version)",2007,0.632856419,0.428980521,"ARQ0BZY1187B99F093","Columbus, OH",0.601402939,0,168.95955,0,-4.017,0,151.844,1,"Religious"
"TRAIGZU128F4236EB6","Lyrics Born","Over You (feat Joyo Velarde_ prod DJ Shadow)",2005,0.528308349,0.512197243,"AR0JPOG1187FB37383","Japan",0.425124658,0,256.13016,0,-4.316,0,174.293,11,"Rap"
"TRAIHPX128F428081B","Incubus","Just A Phase",2001,0.899279599,0.579441938,"AR1RMYB1187FB5A59E","California",0.70969929,0,353.77587,0,-8.744,0,107.922,9,"Pop_Rock"
"TRAIHSY128F1484AB6","Irma Thomas","I'm Gonna Cry Til' My Tears Run Dry",2004,0.623823768,0.441106359,"ARALUUG1187FB58696","Ponchatoula, LA",0.405115722,0,146.88608,0,-10.22,0,183.882,5,"RnB"
"TRAIIEV128F934712A","Radio Moscow","Broke Down",2009,0.616566081,0.448233203,"AR3O0021187B999BC8","Ames, IA",0.721199658,0,255.89506,0,-6.83,0,163.087,0,"Pop_Rock"
"TRAIIJJ12903CC0B1B","The Roches","Mr. Sellack (Album Version)",1979,0.573612399,0.372251208,"AR11NP91187B9901B4","New York City",0,0,243.51302,0,-19.514,0,131.84,2,"Folk"
"TRAIJER128F9332661","Doug MacLeod","The Sun Shine Down My Way",2004,0.467413844,0.372737613,"AR0WAW61187B98B7D7","New York, NY",0.248166624,0,337.42322,0,-10.516,0,85.56,2,"Blues"
"TRAIJMG12903D08168","L7","This Ain't Pleasure",1992,0.64444361,0.443547553,"AR3KGPQ1187FB53C84","Los Angeles, CA",0.60146314,0,163.13424,0,-9.429,0,85.82,2,"Pop_Rock"
"TRAIJQV128F421B159","Bill Perry","Man  On The Side",2004,0.483762732,0.332177445,"ARY6EBA1187B9AD525","Chester, NY",0,0,217.88689,0,-6.623,0,107.083,9,"Blues"
"TRAIKBB128F428AD73","Connie Smith","I'll Come Running",2001,0.496794628,0.365260893,"ARGUACZ1187FB3F35C","Elkhart, IN",0.427446571,0,125.67465,0,-9.089,0,124.916,4,"Country"
"TRAIKBM128F429160A","Uphill Battle","Thresh Hold",2004,0.46626221,0.369609835,"AR0B6VD1187B99C293","Ventura County, CA",0.260338243,0,166.37342,0,-1.545,0,108.252,7,"Pop_Rock"
"TRAIMHP128F425118C","Cocoa Tea","Cooling Out",1992,0.595645308,0.4260093,"AR6EVQA1187B9AA1DF","Kingston, Jamaica",0,0,241.29261,0,-11.368,0,99.894,0,"Reggae"
"TRAIOWX128F14750E5","30 Seconds To Mars","The Mission",2002,0.909324834,0.677087547,"ARRBF3M1187FB4D59F","Los Angeles, CA",0.793613668,0,245.02812,0,-4.675,0,190.102,8,"Pop_Rock"
"TRAIPWD128F4247FEF","Stew","L.A. Arteest CafÌ©",2003,0.541077952,0.304547713,"ARGC7FQ1187FB409CC","New York",0,0,299.07546,0,-14.023,0,117.367,4,"Pop_Rock"
"TRAIPZY128E0787299","Geddy Lee","Runaway Train (LP Version)",2000,0.509021261,0.406517869,"ARWONOR1187FB3817C","Willowdale, Ontario, Canada",0.661445223,0,271.46404,0,-5.956,0,119.953,0,"Pop_Rock"
"TRAIQDI128F92E8E1F","Seal","Still Love Remains (Album Version)",1998,0.567313224,0.580013183,"ARAIABB1187B9AC6E2","Paddington, London, England",0.507531546,0,354.76853,0,-11.918,0,153.731,5,"Pop_Rock"
"TRAIQKO128F92E5970","Simply Red","Maybe Someday...",1987,0.731590592,0.498563611,"AR198711187B9AD09F","€¡ngiltere",0.561428518,0,258.08934,0,-9.38,0,83.73,0,"Pop_Rock"
"TRAIQVJ128F93235B3","Robben Ford","Spoonful",2009,0.604820432,0.383877494,"AR7BMMV1187FB5B2D7","Ukiah, CA",0.375984302,0,367.98649,0,-6.626,0,126.42,2,"Jazz"
"TRAIRIK128F92F0212","Beherit","Werewolf_ Semen And Blood",1993,0.596184927,0.427479241,"AREBWEH1187B99EA9A","Helsinki",0.549342332,0,185.05098,0,-13.213,0,141.621,8,"Pop_Rock"
"TRAISYU128F427F486","Frankie J","Gone",2005,0.761357312,0.42337641,"AR4FVK41187FB4BC83","Tijuana, Mexico/San Diego, California",0.522733261,0,273.00526,0,-6.728,0,117.844,4,"RnB"
"TRAITDY128F149431C","Vangelis","Procession",1990,0.772871995,0.473700501,"ARMPRI31187FB4F7D9","Volos, Greece",0.588922168,0,573.67465,0,-17.629,0,119.712,4,"Electronic"
"TRAITHR128F42B7E26","Rubyhorse","The  First Of The Year",2002,0.547230938,0.345306908,"ARALEAC1187B9902A8","Cork City, Ireland",0.265861049,0,228.20526,0,-13.556,0,125.898,0,"Pop_Rock"
"TRAITKZ128F4266CD1","Flora Purim","Airto's Jazz Dance",2001,0.479755041,0.34054408,"ARNARI81187FB3C9A7","Rio de Janeiro, Brazil",0.334706549,0,246.67383,0,-14.181,0,137.823,8,"Latin"
"TRAIUPS128F92F2825","Ensiferum","Into Battle",2004,0.710203377,0.51484988,"ARUWB5W1187B98D7A1","Helsinki, Finland",0.682204662,0,352.49587,0,-5.827,0,105.05,11,"Pop_Rock"
"TRAIUSY12903CF0C92","Eluveitie","(Do)Minion",2010,0.764566084,0.527492981,"ARPNY981187B9ACB75","Switzerland",0.662986161,0,307.69587,0,-4.367,0,110.018,11,"Pop_Rock"
"TRAIWNA128F145E2CD","Robert Palmer","Love Can Run Faster",1978,0.755566398,0.464186402,"AR4BDNG1187FB44870","Batley, England",0.445454525,0,247.95383,0,-17.664,0,119.389,11,"Pop_Rock"
"TRAIYDL128E0791583","Rihanna","Music Of The Sun",2005,0.917863906,0.908202619,"ARKU3Z61187FB51DCA","St Michael, Barbados ",0.668601101,0,235.98975,0,-8.298,0,85.976,0,"Pop_Rock"
"TRAIYWQ128F426BC5C","Angelo Badalamenti","Dinner Party Pool Music",2001,0.698770478,0.399451724,"AR1PCLK1187FB5BBFF","New Jersey",0.674833876,0,86.56934,0,-23.476,0,90.336,1,"Stage"
"TRAIZLC12903CE6A57","Debbie Davies","Backseat Driver",1998,0.528835698,0.343133497,"AR7OCK81187B98D1F1","Los Angeles, CA",0.253834736,0,243.30404,0,-5.981,0,125.05,9,"Blues"
"TRAJASJ128F1492899","Young-Holt Unlimited","We've Only Just Begun (LP Version)",1971,0.502245023,0.215958703,"ARTJ9GZ1187B9B46DE","Chicago, IL",0,0,266.05669,0,-10.095,0,156.298,2,"RnB"
"TRAJAZP128F4290FF9","Mastodon","Megalodon",2004,0.780461749,0.574274731,"ARMQHX71187B9890D3","Atlanta, GA",0.693996934,0,262.89587,0,-7.628,0,145.997,2,"Pop_Rock"
"TRAJAZS12903CE7594","Joe Rogan","Telepathy/Ted Haggard Got Cured of the Gay",2010,0.510993042,0.379222861,"ARKQN8X1187B99221C","Newark, NJ",0.355285536,0,179.51302,0,-5.475,0,134.112,1,"Comedy_Spoken"
"TRAJBGL128F145C7A8","Tom Cochrane","Washed Away",1992,0.590360325,0.371786733,"ARY1VGA1187FB5A39E","Lynn Lake, Manitoba, Canada",0.531722098,0,320.44363,0,-11.415,0,88.072,5,"Pop_Rock"
"TRAJCJT128F4269E0C","Major Lance","Come See",1963,0.552021062,0.363930188,"ARCBYJW1187FB51FD8","Chicago, IL",0.460484845,0,141.42649,0,-9.379,0,119.712,6,"RnB"
"TRAJDGB128F42882AC","OutKast","Call Of Da Wild",1994,0.796420044,0.574497026,"AR3MSAN1187B98F06B","Atlanta, GA",0.757471387,0,366.39302,0,-6.788,0,177.662,8,"Rap"
"TRAJEDV128F93218B9","Martin Sexton","White Christmas",2005,0.641197515,0.448653471,"AR4TLW81187B99683D","Syracuse, NY",0.239629098,0,144.19546,0,-12.031,0,90.099,3,"Holiday"
"TRAJFDU128F426A5F4","Silverchair","The Door",1997,0.767768809,0.536219993,"ARIH5GU1187FB4C958","Newcastle",0.738814996,0,213.13261,0,-5.382,0,91.922,7,"Pop_Rock"
"TRAJFFF128F429874A","Lifehouse","Better Luck Next Time",2005,0.820072418,0.710879071,"ARUTEVU1187B9ACAF9","NORTH FORT MYERS, Florida",0.661576692,0,215.82322,0,-4.176,0,164.002,1,"Pop_Rock"
"TRAJFYK128F42579B0","Scar Symmetry","The Three-Dimensional Shadow",2008,0.718381342,0.455825979,"ARBD4QW1187FB42153","Sweden",0.71010151,0,237.84444,0,-3.492,0,110.107,1,"Pop_Rock"
"TRAJGMN128F148C8BD","Bert Kaempfert","Don't Go",1996,0.541033427,0.423808444,"ARQQP3Z1187FB5707B","Hamburg, Germany",0,0,184.31955,0,-20.282,0,118.971,5,"Easy_Listening"
"TRAJIUK128F42668E6","Firehouse","Rock On The Radio",1990,0.65103938,0.434976032,"ARMH10M1187FB4184F","Wisconsin",0.55823696,0,285.3873,0,-10.181,0,169.866,1,"Pop_Rock"
"TRAJJCI12903CE53D7","Chris Standring","Fat Tuesday",2003,0.564710159,0.415937641,"ARYZV2X1187B997BE7","California - LA",0.642091038,0,256.49587,0,-9.339,0,111.039,0,"Jazz"
"TRAJKIG128F92D9132","Ana Popovic","U Complete Me (Blues Version - Bonus Track)",2007,0.621616922,0.448459768,"ARW2DG51187B9A170F","Belgrade, Yugoslavia",0.407901717,0,322.66404,0,-7.737,0,156.948,7,"Blues"
"TRAJLOR128F428CCC9","Patti Smith","Wing",1996,0.737001277,0.504964406,"ARXPDRB1187B9AD0B1","Chicago, IL",0.736736986,0,293.53751,0,-12.359,0,146.454,2,"Pop_Rock"
"TRAJMEL128F4262B4A","The Fabulous Thunderbirds","Why Get Up",1986,0.623154284,0.429353515,"ARBFDJW1187B9AD27A","Austin, TX",0.509640966,0,229.8771,0,-9.406,0,125.676,10,"Pop_Rock"
"TRAJNTJ12903CDB09A","R.L. Burnside","Over The Hill",1997,0.701180874,0.466628889,"AR7TTS41187B9B42D3","Oxford, MS",0.386477291,0,257.35791,0,-9.584,0,95.56,11,"Blues"
"TRAJNWY128E078907F","Cut Copy","Future",2004,0.769944259,0.536173552,"ARWD3OC1187FB3A666","Melbourne, Australia",0.859349894,0,312.08444,0,-8.775,0,119.562,11,"Electronic"
"TRAJODO12903CD7591","Shriekback","Running On The Rocks",1986,0.547938241,0.374791219,"AR37ILI1187B98E27B","London, England",0.334706549,0,297.92608,0,-13.339,0,157.956,5,"Pop_Rock"
"TRAJOWK128F4263735","Suicidal Tendencies","It's Going Down",1992,0.736677413,0.526182556,"ARNDB1X1187B990AA0","Venice, CA",0.520370304,0,269.81832,0,-5.93,0,164.925,9,"Pop_Rock"
"TRAJPCX12903CE8ACB","The Chap","Gimme Legs",2010,0.612657824,0.457611174,"AROJAG11187B9B71A3","London",0.548005621,0,213.89016,0,-7.345,0,120.188,7,"Pop_Rock"
"TRAJQOH128F934D64B","Ancient Astronauts","Crescent Moon",2009,0.553914553,0.36481887,"ARIGY9P1187B9B6428","GERMANY",0.572920148,0,330.57914,0,-7.111,0,136.044,9,"Pop_Rock"
"TRAJQXD128F428767D","Basic Channel","Radiance I",1994,0.553637086,0.360200448,"AR2CM6U1187B999EB7","Berlin, Germany",0.467365631,0,811.2322,0,-17.88,0,71.416,11,"Electronic"
"TRAJTOI128F9335EEC","Beenie Man","Imagination",2006,0.729212274,0.481339309,"ARVUN5F1187FB4CCC7","Kingston, Jamaica",0.327736683,0,230.24281,0,-6.171,0,159.248,5,"Reggae"
"TRAJUWA128F92E5B59","Eko Fresh","Et kÌ_tt wie et kÌ_tt",2007,0.689494765,0.35590563,"ARI6CSW1187B9AF09A","M•À_engladbach, Germany",0.413739836,0,234.60526,0,-5.172,0,167.59,1,"Rap"
"TRAJXNB128F4261F43","Steve Vai","Brother",1996,0.645720023,0.543954417,"AROY6XW1187B991121","Carle Place, New York",0.637311276,0,304.71791,0,-7.269,0,227.161,5,"Pop_Rock"
"TRAJXNN128E078F945","Burning Spear","Civilized Reggae",1980,0.6742378,0.46527021,"ARJ2PMY1187FB5B563","NY - Long Island",0.425124658,0,355.18649,0,-8.01,0,125.245,11,"Reggae"
"TRAJXYE128F92C9BD7","Jefferson Starship","Let me fly",1999,0.62812134,0.418946871,"AR1WC0X1187B991056","San Francisco, CA",0.270775999,0,329.50812,0,-9.864,0,132.611,2,"Pop_Rock"
"TRAJZBD128F42A2502","Gym Class Heroes","Sloppy Love Jingle_ Pt. 3 (Amended Album Version)",2006,0.906619152,0.563403566,"ARGMGHN1187B9B4213","Geneva, NY",0,0,134.922,0,-13.12,0,80.473,7,"Pop_Rock"
"TRAJZPU128F422C1D2","Eberhard Weber","Unfinished Self-Portrait",1993,0.54559902,0.343680041,"ARWBN9B1187B988B95","Stuttgart, Germany",0.340922756,0,279.06567,0,-27.016,0,99.556,1,"Jazz"
"TRAKAJM128F429BEED","Charlie Rich","You Don't Know Me",1997,0.582803191,0.448669074,"AR0B1CH1187FB3A824","Benton, Arkansas",0.299877488,0,268.7473,0,-13.505,0,96.243,3,"Country"
"TRAKBON128F9311039","The Rolling Stones","Around And Around",1964,0.814829656,0.776037656,"ARFCUN31187B9AD578","London, England",0.633254322,0,183.17016,0,-11.553,0,185.333,7,"Pop_Rock"
"TRAKCHU128F4234E44","Fran Perea","No me imagino",2005,0.525332914,0.383394322,"AR2K2CM1187B98D4F1","Malaga,Spanija",0.407974652,0,194.21995,0,-4.556,0,180.04,1,"Latin"
"TRAKCPH128F930F9CD","Johannes Linstead","Guayabera",2003,0.57961456,0.418418097,"AR3GE071187B9A6D71","Toronto",0.444401715,0,294.66077,0,-7.409,0,115.049,0,"New"
"TRAKDDB128F92D168A","Lee Ritenour","Is It You?",1979,0.632008013,0.144684661,"AR0BV7E1187FB386C1","Hollywood, CA",0.598989558,0,274.72934,0,-9.727,0,164.594,0,"Jazz"
"TRAKDMK128F92F9AFC","The Tragically Hip","Country Day",2009,0.758299704,0.493629438,"ARUHYH21187B98BA89","Kingston, Ontario, Canada",0.460541281,0,318.87628,0,-5.48,0,122.926,9,"Pop_Rock"
"TRAKFKB128F92EFA7F","The Fabulous Thunderbirds","Please Don't Lie To Me",1996,0.623154284,0.429353515,"ARBFDJW1187B9AD27A","Austin, TX",0.270775999,0,127.68608,0,-8.692,0,148.452,6,"Pop_Rock"
"TRAKGRM128F149DAFB","Robben Ford","The Champ",1997,0.604820432,0.383877494,"AR7BMMV1187FB5B2D7","Ukiah, CA",0.599660358,0,312.92036,0,-9.925,0,114.681,2,"Pop_Rock"
"TRAKHYP128E0792F07","Patty Griffin","Moses",1996,0.716101705,0.514523378,"AR6I54S1187FB48C6B","Old Town, ME",0.546635489,0,208.32608,0,-7.852,0,95.738,4,"Pop_Rock"
"TRAKIHI12903D007DE","Aeoliah","For Your Passion My Love",2007,0.549395619,0.379408535,"ARFEV5S1187B99F2EA","Canada",0.265861049,0,307.09506,0,-15.226,0,126.976,9,"New"
"TRAKIKG128F932BC18","Through the Eyes of the Dead","Outro",2005,0.740968894,0.455478441,"ART59BB1187FB3866E","Florence, SC",0.603030145,0,41.482,0,-31.982,0,97.802,1,"Pop_Rock"
"TRAKKOH128F42AF40E","Jennifer Lopez","Por Arriesgarnos",2007,0.877119424,0.560912657,"AR7C6G11187B9B4C1E","The Bronx, New York",0.541551998,0,211.80036,0,-10.447,0,201.792,4,"Latin"
"TRAKLEZ128F4270649","Martha Wainwright","Who Was I Kidding",2005,0.704244766,0.497568734,"ARRWAD71187FB3FE44","NY - New York City",0.636287224,0,251.16689,0,-10.512,0,153.396,2,"Pop_Rock"
"TRAKLML128E07999DA","Ms. Dynamite","Unbreakable",2005,0.589694605,0.383863704,"AR21YNH1187FB49649","London",0.473346541,0,208.5873,0,-8.226,0,109.287,2,"RnB"
"TRAKMLM128F14932B0","L.A. Guns","Some Lie For Love",1992,0.665728336,0.456940558,"ARHONG11187FB3B120","katy",0.599660358,0,215.82322,0,-9.767,0,133.624,9,"Pop_Rock"
"TRAKOLG128F427541A","Martriden","Blank Eye Stare",2006,0.541122639,0.319619376,"ARZWAHK119B8668273","Havre, MT",0.469619287,0,355.94404,0,-4.701,0,83.914,0,"Pop_Rock"
"TRAKOUK12903C9B83A","Dokken","Judgement Day",2008,0.769896415,0.458293186,"ARV8LAR1187FB3DE2A","Los Angeles, CA",0.43483809,0,242.85995,0,-4.938,0,124.285,8,"Pop_Rock"
"TRAKOXF128F1477B81","Bad Company","Valerie (LP Version)",1986,0.696816892,0.482100019,"ARD8JVH1187FB4DA04","England",0.413983312,0,208.87465,0,-12.217,0,127.592,2,"Pop_Rock"
"TRAKQXJ128F147A028","AFI","Summer Shudder",2006,0.909247283,0.554938522,"AR2FAMK1187FB4CF60","Ukiah, CA",0.858630458,0,187.03628,0,-4.183,0,170.046,1,"Pop_Rock"
"TRAKRQS128F4238518","Ayo","Welcome Into My World",2006,0.522590185,0.390641236,"ARN03F71187FB4E3F4","United States",0,0,264.56771,0,-11.522,0,185.89,4,"Pop_Rock"
"TRAKUJS128F14668E5","Butthole Surfers","Ulcer Breakout",1996,0.809323793,0.488019842,"ARPQ4Z01187FB3A736","San Antonio, TX",0.715280106,0,154.85342,0,-3.865,0,122.125,2,"Pop_Rock"
"TRAKUNC128F147C549","Soul Asylum","Freaks (Album Version)",1986,0.690080124,0.466775622,"ARQXR6R1187FB46FD6","Minneapolis, MN",0.372530039,0,206.75873,0,-10.294,0,191.226,2,"Pop_Rock"
"TRAKVJB128F4279598","Plump DJs","Contact 00",2003,0.630107322,0.453000826,"ARTC5DW1187B98FCF2","London, England",0.52252813,0,348.55138,0,-7.881,0,138.046,9,"Electronic"
"TRAKWTG128F42454E2","Less Than Jake","Antidote For The Underdog",2008,0.843322339,0.554564302,"ARG8DXO1187B9AF743","Gainesville, FL",0.443291312,0,147.48689,0,-5.072,0,120.697,9,"Pop_Rock"
"TRAKWUV128F42699BD","Deep Forest","Hunting",1992,0.695421645,0.455537722,"AR3Q86S1187B9ADDCF","Lille, Nord-Pas-de-Calais, France",0.777596478,0,397.76608,0,-9.314,0,145.464,1,"Electronic"
"TRAKWXV128F42889FB","Hotwire","Not Today",2003,0.630346809,0.363160202,"ARXR2N11187B99857E","Newbury Park, CA",0.375984302,0,200.33261,0,-4.522,0,141.741,2,"Pop_Rock"
"TRAKWZS128F4284294","Eagles","Last Good Time In Town",2007,0.76702021,0.6295148,"AR16GSC1187B9A6291","Los Angeles, California",0.558997327,0,427.36281,0,-6.991,0,115.277,9,"Pop_Rock"
"TRAKXMS12903CB36F2","DAVE MATTHEWS BAND","The Space Between",2001,0.811890081,0.657583814,"ARQXC7V1187FB4DA9E","Charlottesville, VA",0.825232995,0,293.66812,0,-5.21,0,85.141,6,"Pop_Rock"
"TRAKYCT12903CBBE17","Sick Of It All","Death Or Jail",2010,0.690626256,0.42080185,"ARHL8SP1187B98F8A3","Virginia",0.748424604,0,171.07546,0,-2.388,0,113.198,10,"Pop_Rock"
"TRALAGU128F9343FC7","Workhorse","Serus",2007,0.47902341,0.322220749,"ARWUK9L11C8A42C37B","Mississippi",0,0,349.6224,0,-6.581,0,122.858,0,"Pop_Rock"
"TRALBFX12903D00703","Winds Of Plague","Soldiers Of DoomsdayåÊ",2009,0.772958317,0.464518005,"ARJ45SE1187FB44AD1","City of Angels",0.627202596,0,246.04689,0,-3.263,0,140.238,2,"Pop_Rock"
"TRALBIA128F4272082","Britt Nicole","Good Day",2007,0.669500125,0.544446277,"AR5LZJD1187FB4C5E5"," NC",0.521659258,0,203.78077,0,-3.092,0,132.021,1,"Religious"
"TRALCUP128F426247F","Amil","Anyday",2000,0.58329863,0.354574371,"ARC18161187FB4CF4B","New York, NY",0,0,248.5024,0,-8.183,0,165.967,0,"Rap"
"TRALDDK128F9300AC5","Thrice","The Earth Will Shake",2005,0.873238653,0.519965479,"ARIMZQZ1187B9AD541","Orange, CA",0.838286675,0,329.7171,0,-9.458,0,126.947,9,"Pop_Rock"
"TRALDUE128F9312AF2","Snow Patrol","Just Say Yes",2009,0.818319359,0.667294596,"ARVN9FZ1187FB393F1","Dundee, Scotland",0.94599468,0,284.1073,0,-5.519,0,107.998,9,"Pop_Rock"
"TRALDWN128EF33FB6E","Inspiral Carpets","Commercial Reign",1990,0.605109702,0.398547535,"AR9AM2N1187B9AD2F1","Manchester, England",0.561428518,0,283.32363,0,-4.422,0,113.608,2,"Pop_Rock"
"TRALENK128F92F39E9","Circle Jerks","Paid Vacation",1980,0.666522677,0.414079473,"ARNFTGS1187B9A465F","California - LA",0.779527168,0,88.89424,0,-7.545,0,156.605,1,"Pop_Rock"
"TRALGYO128F934D18D","30 Seconds To Mars","Night of the Hunter (Static Revenger Remix)",2009,0.909324834,0.677087547,"ARRBF3M1187FB4D59F","Los Angeles, CA",0.507269251,0,297.53424,0,-5.157,0,122.924,6,"Pop_Rock"
"TRALHAL128F92DE850","Cross Country","Tastes So Good To Me",2009,0.375195664,0.355707867,"ARN1J741187B99EFB9","Auburn, CA",0,0,189.962,0,-8.165,0,185.623,3,"Pop_Rock"
"TRALHIQ12903D00496","Hatebreed","Boxed In (Subzero)",2009,0.832757431,0.546383748,"ARPKATM1187B9B76E6","New Haven, CT",0.553778846,0,179.17342,0,-4.011,0,136.021,0,"Pop_Rock"
"TRALHMS128F930C08C","Converge","Dark Horse",2009,0.810506205,0.531157063,"ARYOPH81187B98AEED","Boston, Brooklyn USA",0.74896057,0,174.75873,0,-3.373,0,156.924,1,"Pop_Rock"
"TRALJVQ128F428C764","Eagles","I Don't Want To Hear Any More",2007,0.76702021,0.68198776,"AR16GSC1187B9A6291","Los Angeles, California",0.567656587,0,261.17179,0,-6.182,0,92.186,5,"Pop_Rock"
"TRALKHJ128F92E9D36","Leroy Van Dyke","If A Woman Answers",1962,0.500506965,0.34341318,"ARB1LM61187FB4DDF4","Spring Fork, MO",0,0,124.52526,0,-18.57,0,163.942,0,"Country"
"TRALKVK128F14554D7","Bad Brains","At The Atlantis",1996,0.726298027,0.555414576,"AR7Y6JX1187FB4D9B3","Washington, D.C.",0.576315292,0,118.04689,0,-8.435,0,135.415,11,"Pop_Rock"
"TRALLRJ128F428CB6F","Soilent Green","Daydreaming the Color of Blood",2001,0.460409667,0.442348448,"AR9Q3LP1187FB3D647","New Orleans, LA",0.447784051,0,180.32281,0,-5.958,0,100.917,2,"Pop_Rock"
"TRALNOD128F4264AEB","Teena Marie","Help Youngblood Get To the Freaky Party",1984,0.621414328,0.443930193,"ARMIMHT1187B98F038","Santa Monica, CA",0.266955186,0,345.67791,0,-12.23,0,99.978,6,"RnB"
"TRALOBQ128F428AB9E","Skeeter Davis","My Last Date (With You)",1988,0.60383917,0.395791274,"ARDY3451187B9A0226","Dry Ridge, KY",0.542898743,0,153.49506,0,-10.487,0,98.663,0,"Country"
"TRALONM128EF35A199","Madonna","Jump [Jacques Lu Cont Edit]",2006,0.915823253,0.665576619,"ARBEOHF1187B9B044D","Bay City, MI",0.460541281,0,320.1824,0,-7.288,0,130.003,7,"Pop_Rock"
"TRALOUF128F422F329","Silverstein","BLEEDS NO MORE (Live Version)",2006,0.80113645,0.605507136,"AR10USD1187B99F3F1","Burlington, Ontario, Canada",0.360370583,0,256.46975,0,-3.573,0,132.962,7,"Pop_Rock"
"TRALPFL128F424B5F4","Gonzalo Rubalcaba","Infantil (Dedicated to John McLaughlin)",2008,0.534392294,0.345174319,"ARDE7I31187FB43352","Havana, Cuba",0.445454525,0,424.51546,0,-12.205,0,187.406,9,"Jazz"
"TRALPGW12903CAFFB5","Evergreen Terrace","Please Hammer Don't Hurt 'Em",2002,0.825192029,0.529165902,"ARWLV931187B9B0F5A","Jacksonville, FL",0.709237886,0,143.882,0,-5.983,0,166.03,7,"Pop_Rock"
"TRALPQV128F424F989","2raumwohnung","Lachen und weinen",2001,0.664559979,0.397569595,"ARNJVSL1187B99AFD4","Berlin, Germany",0.667506139,0,335.17669,0,-9.322,0,111.016,11,"Electronic"
"TRALPZN128F4241A2F","Twista","It Feels So Good (Album Version)",1997,0.889613555,0.593808365,"ARSE5NP1187B9B98AB","Chicago, IL",0.460541281,0,368.03873,0,-6.828,0,120.389,1,"Rap"
"TRALRKB128F42B74D2","Dave Weckl","Just An Illusion",1994,0.642452951,0.466153998,"ARUZS6L1187FB50A56","St. Louis, MO",0.400039657,0,311.01342,0,-11.638,0,93.502,0,"Jazz"
"TRALRKT128F932B1CD","Grant Geissman","Chaco (Album Version)",1993,0.422971308,0.317248425,"ARIN12F1187FB3E92C","PEARLINGTON, Mississippi",0,0,307.40853,0,-11.143,0,192.301,0,"Jazz"
"TRALROP128F92CA9CC","Foo Fighters","Next Year",1999,0.839275393,0.550762085,"AR6XPWV1187B9ADAEB","Seattle, WA",0.804318946,0,274.65098,0,-4.203,0,173.983,7,"Pop_Rock"
"TRALTDA128F427D0A3","James Carter","Dodo's Bounce",2008,0.498946148,0.339020747,"AR2G8SU1187FB4A871","Detroit, MI",0.47212112,0,366.0273,0,-18.826,0,140.666,8,"Jazz"
"TRALTKQ128F932DA67","Atari Teenage Riot","Revolution Action",1999,0.686811617,0.443875676,"AR3TG3X1187FB4D577","Berlin, Germany",0.215080319,0,249.46893,0,-5.547,0,100.341,2,"Electronic"
"TRALTTR12903C9E32E","Scott Weiland","The Date ( LP Version )",1998,0.674088297,0.430321318,"ARRTQ3Y1187B9AC835","Santa Cruz, CA",0.49271364,0,321.01832,0,-5.328,0,112.68,5,"Pop_Rock"
"TRALTZZ12903CB7DD0","Kris Kristofferson","Killer Barracuda",1995,0.732393707,0.496224349,"ARBQPXY1187B98D67B","Brownsville, TX",0.215080319,0,183.06567,0,-17.312,0,138.094,7,"Country"
