A,Bb,B,C,Dd,D,Ed,E,F,Gd,G,Ad
110.487,70.26,159.036,120.381,131.056,113.866,152.213,86.475,93.951,133.884,184.155,160.046
163.087,146.275,120.024,234.334,109.449,98.032,91.364,135.458,177.255,166.72,105.715,104.943
168.144,154.332,131.84,109.993,166.579,102.164,91.066,173.985,161.387,90.126,115.319,137.999
133.582,119.234,85.56,197.011,100.65,103.682,96.058,121.795,141.358,99.463,130.006,86.5
146.389,146.06,85.82,99.219,181.863,146.035,120.029,158.404,100.648,119.09,183.836,149.167
77.581,107.963,117.157,74.55,146.807,100.008,80.8,88.915,119.864,122.926,146.545,127.986
129.977,120.047,85.118,81.626,105.02,160.126,117.623,108.584,196.096,142.749,157.118,158.763
128.968,91.919,46.867,82.799,137.149,77.212,131.611,100.013,95.988,126.976,85.348,142.449
97.672,130.04,126.42,124.998,119.811,173.34,90.993,61.409,80.008,160.451,114.255,90.971
99.894,71.233,188.502,103.579,204.791,86.967,150.055,149.827,103.995,137.939,120.08,86.727
145.924,139.981,117.437,103.027,150.117,215.999,83.902,88.746,120.085,141.808,121.988,128.988
115.745,96.064,130.889,96.598,113.361,109.74,101.471,129.034,93.037,133.624,104.71,156.007
111.743,134.83,140.654,94.853,120.008,120.958,64.101,182.705,91.767,141.22,91.001,92.097
118.064,93.08,114.597,140.042,101.967,80.981,150.037,121.834,109.984,122.693,124.556,119.38
89.98,117.537,99.959,121.983,136.164,72.022,227.25,137.959,98.028,174.96,150.243,71.642
155.173,127.373,104.284,124.019,84.821,82.72,83.335,121.078,85.326,163.957,39.187,176.113
114.752,120.026,120.45,124.562,125.028,80.311,121.102,175.127,159.975,144.404,96.093,92.8
