A,Bb,B,C,Dd,D,Ed,E,F,Gd,G,Ad
-5.142,-3.492,-7.033,-16.142,-23.966,-12.246,-14.676,-12.581,-17.241,-10.133,-6.464,-7.076
-7.078,-6.87,-18.581,-10.786,-9.236,-9.711,-14.383,-4.625,-7.569,-10.216,-3.73,-10.15
-13.484,-9.947,-12.283,-9.594,-8.702,-10.269,-13.332,-13.807,-25.106,-4.224,-5.919,-4.068
-7.301,-4.475,-7.446,-7.233,-12.324,-29.331,-8.316,-14.328,-5.05,-5.585,-7.008,-4.186
-20.499,-11.242,-3.378,-11.013,-7.172,-5.382,-6.748,-16.934,-16.516,-14.375,-13.232,-8.127
-8.518,-6.885,-26.356,-16.657,-10.427,-15.82,-14.497,-9.422,-12.981,-10.329,-32.742,-9.917
-19.963,-10.181,-3.132,-18.063,-12.653,-12.417,-7,-10.294,-5.957,-12.504,-13.339,-3.825
-18.7,-7.253,-11.937,-26.688,-11.08,-5.3,-13.262,-8.273,-11.321,-8.299,-8.011,-5.01
-22.517,-8.4,-7.107,-6.315,-12.35,-7.414,-5.898,-15.018,-8.871,-12.383,-7.158,-13.879
-10.67,-10.647,-3.868,-13.559,-8.456,-3.856,-3.337,-12.158,-19.933,-8.17,-7.432,-20.931
-3.587,-3.523,-20.848,-26.309,-5.063,-24.516,-5.673,-8.247,-4.518,-15.673,-6.249,-4.097
-19.633,-6.425,-12.174,-14.355,-26.7,-8.328,-6.392,-7.896,-6.121,-17.172,-3.05,-17.428
-6.924,-12.15,-17.014,-16.797,-22.788,-15.545,-8.073,-3.765,-13.887,-10.635,-7.098,-25.063
-8.666,-7.792,-8.452,-6.704,-5.651,-9.831,-7.008,-10.133,-1.031,-8.744,-5.019,-7.622
-5.75,-5.278,-9.6,-10.32,-4.528,-12.534,-13.431,-11.378,-16.008,-3.139,-14.751,-6.705
-6.364,-5.322,-5.376,-11.975,-25.431,-12.995,-16.663,-8.086,-5.061,-9.062,-5.534,-1.83
-11.403,-9.049,-5.001,-16.864,-9.503,-4.058,-5.403,-11.514,-8.013,-6.623,-9.612,-8.148
-9.675,-5.172,-3.426,-12.727,-8.038,-22.102,-7.936,-6.986,-4.151,-7.597,-2.388,-7.534
-4.772,-7.46,-13.005,-7.186,-25.26,-10.267,-8.909,-9.733,-5.061,-8.961,-9.58,-13.483
-17.81,-20.856,-6.299,-5.587,-10.004,-9.162,-9.375,-5.227,-17.124,-6.787,-16.858,-6.103
-12.715,-9.515,-2.445,-16.886,-12.778,-6.523,-16.402,-10.65,-15.448,-8.166,-12.172,-7.972
-10.084,-27.016,-19.583,-9.652,-7.669,-9.823,-16.755,-12.118,-6.536,-8.294,-6.435,-34.162
-7.437,-8.977,-6.144,-7.949,-15.193,-23.44,-12.711,-11.428,-9.102,-6.898,-9.91,-8.998
-11.685,-4.556,-19.052,-12.923,-24.25,-6.444,-12.518,-6.99,-13.483,-13.474,-12.668,-4.164
-7.918,-5.059,-9.314,-15.456,-5.516,-11.524,-14.475,-4.098,-18.697,-16.062,-12.043,-12.328
-8.278,-8.726,-12.246,-11.341,-6.536,-6.182,-11.443,-8.366,-9.68,-13.404,-29.793,-3.324
-6.637,-5.402,-8.592,-12.382,-7.852,-11.372,-7.209,-9.13,-12.308,-9.77,-9.188,-12.995
-14.554,-10.383,-9.217,-11.051,-10.447,-7.562,-5.213,-18.169,-10.703,-11.058,-6.282,-15.386
-6.213,-11.689,-27.885,-14.84,-11.603,-11.582,-3.731,-13.027,-14.236,-6.769,-8.184,-14.253
-11.19,-31.982,-9.989,-11.443,-4.934,-14.29,-5.864,-5.938,-7.894,-5.22,-12.876,-8.564
-17.712,-5.552,-15.006,-4.301,-30.894,-14.434,-5.407,-23.69,-5.308,-11.714,-11.642,-9.031
-22.214,-5.93,-9.433,-6.281,-8.239,-9.276,-6.012,-12.246,-7.148,-7.492,-5.807,-12.359
-11.693,-9.436,-5.065,-5.815,-9.754,-5.328,-3.925,-9.249,-23.214,-5.981,-6.703,-8.71
-7.807,-6.305,-6.426,-8.077,-8.198,-8.414,-20.105,-4.732,-6.18,-15.913,-16.481,-9.44
-12.373,-15.329,-4.993,-8.045,-12.142,-9.006,-9.146,-19.852,-13.324,-13.657,-14.635,-6.035
-15.909,-13.053,-10.432,-6.564,-6.352,-4.385,-7.676,-7.874,-5.176,-11.121,-11.345,-5.795
-7.016,-3.326,-15.202,-5.064,-11.522,-21.011,-11.534,-5.837,-12.597,-5.136,-8.648,-3.773
-12.569,-16.297,-17.962,-10.321,-9.356,-12.647,-8.464,-6.497,-9.841,-2.588,-28.197,-7.664
-17.045,-4.183,-14.658,-16.262,-12.652,-13.873,-9.378,-8.812,-8.239,-13.018,-5.108,-7.024
-7.181,-6.024,-6.453,-10.263,-12.924,-14.259,-8.425,-4.638,-17.032,-14.794,-7.403,-11.899
-15.987,-8.744,-20.578,-21.052,-9.885,-7.227,-6.974,-14.175,-9.317,-6.615,-9.473,-10.178
-5.621,-5.239,-9.437,-6.748,-4.297,-8.491,-6.047,-11.319,-6.39,-3.229,-9.627,-5.628
-4.774,-10.951,-11.367,-8.505,-11.528,-12.138,-6.167,-7.629,-27.115,-10.33,-6.628,-11.117
-22.659,-3.698,-10.012,-11.576,-5.439,-10.709,-14.857,-5.057,-15.6,-11.326,-7.049,-4.289
-12.515,-9.314,-10.415,-9.098,-12.853,-18.199,-4.353,-5.532,-13.352,-8.71,-12.186,-4.897
-5.384,-10.868,-8.101,-6.555,-4.373,-8.702,-6.062,-14.682,-12.182,-10.304,-22.386,-12.061
-7.554,-9.279,-10.638,-10.576,-8.549,-11.105,-11.895,-14.701,-8.936,-7.917,-6.583,-6.172
-11.467,-5.756,-4.793,-25.698,-10.747,-19.65,-10.411,-8.392,-11.943,-3.798,-7.215,-8.696
-8.873,-13.04,-7.204,-14.728,-7.423,-15.631,-22.42,-19.933,-11.333,-5.93,-4.733,-6.779
-7.659,-3.092,-4.925,-15.018,-17.399,-5.97,-3.134,-6.984,-7.625,-10.853,-13.662,-7.477
-12.778,-14.853,-5.572,-5.951,-4.991,-13.296,-16.43,-10.22,-9.735,-6.267,-5.817,-5.692
-5.278,-8.644,-16.521,-4.861,-13.615,-10.021,-10.258,-7.293,-9.206,-7.111,-10.807,-8.357
-7.788,-7.545,-14.476,-6.252,-9.053,-18.933,-16.358,-9.475,-10.374,-6.776,-15.489,-12.146
-12.039,-4.526,-12.838,-7.068,-4.954,-4.536,-12.518,-30.381,-10.571,-13.056,-11.691,-6.38
-9.22,-7.325,-10.086,-15.925,-17.289,-9.839,-9.768,-10.501,-3.956,-5.074,-15.149,-18.65
-11.924,-5.121,-4.316,-5.584,-7.699,-26.236,-12.449,-5.732,-9.81,-8.476,-10.137,-11.207
-15.71,-3.373,-5.192,-9.808,-10.368,-8.139,-5.801,-15.636,-6.203,-8.879,-14.696,-10.325
-13.683,-11.197,-6.398,-9.607,-12.02,-11.951,-4.92,-6.088,-9.575,-22.504,-21.186,-4.35
-8.951,-1.714,-13.637,-14.706,-10.831,-13.265,-10.132,-8.742,-6.779,-6.295,-10.369,-4.148
-11.943,-10.176,-6.29,-7.023,-4.964,-3.807,-5.094,-19.897,-18.604,-18.909,-20.282,-7.331
-7.071,-6.828,-3.892,-6.821,-10.694,-13.605,-5.573,-25.368,-10.711,-20.496,-21.361,-12.377
-8.932,-17.154,-8.579,-10.844,-19.304,-11.723,-11.535,-15.493,-11.36,-7.444,-6.313,-8.656
-6.83,-11.504,-10.29,-10.001,-13.51,-8.704,-8.912,-12.398,-4.561,-6.232,-14.438,-13.524
-5.202,-8.733,-19.514,-7.178,-11.695,-8.431,-4.745,-5.068,-24.399,-9.663,-18.519,-7.856
-9.926,-4.196,-10.516,-4.523,-15.59,-16.216,-8.011,-7.225,-10.745,-13.389,-6.642,-6.952
-20.607,-7.618,-9.429,-13.629,-7.507,-8.208,-6.73,-8.537,-8.486,-9.795,-9.154,-9.467
-10.499,-20.698,-14.3,-11.21,-9.793,-8.599,-9.322,-10.499,-11.905,-5.48,-7.837,-18.5
-6.562,-7.722,-16.489,-9.675,-11.194,-6.871,-5.651,-8.691,-7.667,-8.043,-7.258,-11.727
-4.222,-10.688,-19.775,-30.089,-15.417,-17.315,-10.383,-13.207,-13.5,-15.226,-4.434,-6.892
-7.349,-7.773,-6.626,-5.811,-6.724,-2.969,-6.53,-19.995,-18.018,-8.768,-12.346,-7.572
-11.368,-13.45,-3.087,-9.952,-5.415,-6.947,-8.149,-5.641,-3.96,-9.764,-20.551,-9.869
-4.978,-10.915,-10.447,-22.965,-8.596,-10.083,-14.364,-10.981,-6.991,-8.242,-4.622,-5.087
-14.946,-13.017,-15.163,-17.647,-4.656,-12.749,-6.351,-13.795,-4.936,-9.767,-4.703,-5.846
-17.325,-17.68,-12.253,-27.737,-4.58,-14.056,-8.878,-10.372,-4.006,-7.06,-11.382,-8.48
-23.461,-6.288,-10.377,-13.971,-8.736,-13.308,-11.804,-9.341,-4.336,-18.206,-12.041,-8.487
-12.27,-12.755,-16.678,-6.139,-5.135,-11.928,-4.563,-14.945,-6.109,-17.604,-10.854,-9.8
-6.533,-7.933,-16.275,-8.374,-9.163,-10.484,-5.726,-13.298,-5.927,-7.303,-36.577,-7.337
-6.945,-7.517,-19.99,-8.316,-19.662,-16.307,-10.232,-24.2,-7.99,-14.759,-5.724,-3.58
